Date,Open,High,Low,Close,Volume,Adj Close
2025-05-27,242.98,251.96,240.21,249.25,19671,249.25
2025-05-28,248.0,256.97,248.0,249.94,10873,249.94
2025-05-29,249.0,254.86,248.58,251.94,10416,251.94
2025-05-30,250.01,259.98,249.46,258.85,20870,258.85
2025-06-03,259.88,268.78,255.98,262.48,22339,262.48
2025-06-04,263.66,263.76,257.32,262.49,13007,262.49
2025-06-05,261.08,266.98,260.68,266.13,13838,266.13
2025-06-06,264.99,274.26,264.69,272.64,17443,272.64
2025-06-09,272.37,276.55,269.0,275.98,13883,275.98
2025-06-10,274.9,278.48,265.98,277.58,20246,277.58
2025-06-11,277.48,279.17,271.08,271.76,12292,271.76
2025-06-12,277.24,284.98,274.55,277.24,26882,277.24
2025-06-13,272.67,276.98,266.64,276.98,26724,276.98
2025-06-16,275.6,281.08,272.08,278.3,14832,278.3
2025-06-17,282.97,287.88,278.18,286.03,24089,286.03
2025-06-18,283.91,286.48,279.49,282.28,11731,282.28
2025-06-19,281.04,282.78,271.48,271.98,14578,271.98
2025-06-20,271.98,273.16,266.58,267.37,11200,267.37
2025-06-23,265.98,273.81,265.41,273.43,11034,273.43
2025-06-24,271.71,277.98,271.71,273.18,11088,273.18
2025-06-25,272.98,280.68,272.89,279.36,13266,279.36
2025-06-26,278.94,281.58,275.98,276.85,9584,276.85
2025-06-27,277.48,278.19,273.51,273.68,9008,273.68
2025-06-30,273.98,277.55,273.98,274.99,6883,274.99
2025-07-01,274.48,280.56,269.78,277.48,12662,277.48
2025-07-02,276.97,276.97,270.98,271.18,9542,271.18
2025-07-03,271.97,275.56,269.99,271.86,6050,271.86
2025-07-04,271.98,273.98,269.18,271.04,6461,271.04
2025-07-07,268.98,270.83,267.22,268.57,5495,268.57
2025-07-08,268.57,271.98,267.49,271.63,6833,271.63
2025-07-09,271.76,272.45,267.5,268.08,6331,268.08
2025-07-10,266.68,269.32,262.6,268.97,15474,268.97
2025-07-11,268.96,268.96,265.18,266.34,11278,266.34
2025-07-14,265.98,268.48,263.18,266.43,8592,266.43
2025-07-15,266.13,268.93,263.34,268.22,9362,268.22
2025-07-16,268.11,272.42,265.98,270.98,10817,270.98
2025-07-17,270.98,272.96,268.36,271.06,8813,271.06
2025-07-18,271.16,271.64,269.57,270.81,6587,270.81
2025-07-21,269.81,270.99,268.23,269.48,7600,269.48
2025-07-22,269.47,269.97,266.86,267.38,8072,267.38
2025-07-23,267.38,272.42,265.22,269.2,13106,269.2
2025-07-24,268.78,272.47,267.07,271.44,11991,271.44
2025-07-25,271.27,274.63,270.16,274.4,11147,274.4
2025-07-28,274.47,275.19,271.69,271.95,9350,271.95
2025-07-29,270.99,287.53,270.16,282.07,29925,282.07
2025-07-30,283.57,283.58,273.68,274.47,15287,274.47
2025-07-31,275.86,282.28,273.57,274.05,12890,274.05
2025-08-01,274.06,275.28,265.48,268.98,13730,268.98
2025-08-04,266.1,271.18,265.98,270.73,7828,270.73
2025-08-05,270.73,274.96,269.97,272.69,7167,272.69
2025-08-06,271.78,274.27,270.76,273.28,6884,273.28
2025-08-07,272.78,274.23,269.85,271.08,7061,271.08
2025-08-08,271.08,272.09,266.78,267.62,11883,267.62
2025-08-11,267.62,278.14,267.04,275.83,16862,275.83
2025-08-12,276.98,278.37,272.98,277.58,10237,277.58
2025-08-13,277.74,300.98,277.74,292.58,45045,292.58
2025-08-14,292.78,297.98,286.18,286.26,24495,286.26
2025-08-15,290.98,294.88,285.58,286.99,23087,286.99
2025-08-18,290.96,306.98,288.98,297.98,38951,297.98
2025-08-19,298.74,299.48,291.42,292.98,23015,292.98
2025-08-20,291.58,296.84,286.55,296.84,19256,296.84
2025-08-21,298.98,301.48,293.49,294.46,16590,294.46
2025-08-22,294.98,316.56,294.12,315.98,42743,315.98
2025-08-25,318.98,336.64,315.99,322.48,51343,322.48
2025-08-26,321.43,336.64,319.83,323.83,30089,323.83
2025-08-27,323.96,339.93,321.98,322.44,45661,322.44
2025-08-28,322.9,331.84,318.05,331.48,33888,331.48
2025-08-29,331.98,334.68,319.31,331.57,33101,331.57
2025-09-01,330.98,331.57,315.98,327.23,34099,327.23
2025-09-02,325.83,328.75,302.23,306.78,47603,306.78
2025-09-03,304.05,307.96,293.58,294.45,26609,294.45
2025-09-04,295.8,297.09,272.21,277.27,34341,277.27
2025-09-05,278.98,284.98,274.98,283.85,23228,283.85
2025-09-08,283.98,291.67,280.98,289.47,29003,289.47
2025-09-09,286.31,288.07,278.49,280.73,17566,280.73
2025-09-10,280.72,282.41,277.57,278.29,12981,278.29
2025-09-11,278.28,290.98,278.28,289.24,26345,289.24
2025-09-12,289.24,294.83,288.12,290.13,21746,290.13
2025-09-15,295.93,332.98,295.92,318.96,59182,318.96
2025-09-16,318.98,332.58,317.98,327.8,43880,327.8
2025-09-17,327.98,328.54,318.98,321.98,25434,321.98
2025-09-18,332.18,377.98,327.83,347.63,81581,347.63
2025-09-19,356.98,359.86,336.98,342.08,44685,342.08
