Date,Open,High,Low,Close,Volume,Adj Close
2025-05-27,18.14,18.3,18.0,18.19,29705,18.19
2025-05-28,18.24,18.42,18.07,18.11,38209,18.11
2025-05-29,18.12,19.0,18.03,18.84,97775,18.84
2025-05-30,19.0,19.45,18.58,18.84,102234,18.84
2025-06-03,18.53,19.15,18.53,18.84,58068,18.84
2025-06-04,18.84,19.56,18.75,19.29,89370,19.29
2025-06-05,19.23,19.34,18.61,18.68,67401,18.68
2025-06-06,18.82,19.6,18.81,19.14,148371,19.14
2025-06-09,18.88,19.14,18.71,18.99,63491,18.99
2025-06-10,18.95,19.44,18.85,19.29,95084,19.29
2025-06-11,19.2,20.18,19.2,19.73,113665,19.73
2025-06-12,19.59,19.77,19.16,19.2,96128,19.2
2025-06-13,19.1,19.29,18.84,18.9,76563,18.9
2025-06-16,18.78,18.95,18.66,18.85,45030,18.85
2025-06-17,18.88,19.53,18.72,19.49,80787,19.49
2025-06-18,19.48,21.44,19.29,20.81,294865,20.81
2025-06-19,21.0,21.09,20.38,20.38,145238,20.38
2025-06-20,20.39,22.39,20.2,21.43,212091,21.43
2025-06-23,21.0,21.52,21.0,21.21,108152,21.21
2025-06-24,21.65,22.16,21.34,21.59,160425,21.59
2025-06-25,21.48,22.01,20.88,21.26,155183,21.26
2025-06-26,21.05,21.65,20.72,21.05,119282,21.05
2025-06-27,21.02,21.5,20.9,21.01,78580,21.01
2025-06-30,20.94,21.73,20.9,21.37,96285,21.37
2025-07-01,21.18,21.45,20.59,20.7,96544,20.7
2025-07-02,20.7,20.85,20.47,20.55,53902,20.55
2025-07-03,20.56,21.13,20.45,20.88,69069,20.88
2025-07-04,21.05,22.96,20.82,21.68,191060,21.68
2025-07-07,21.49,21.74,20.96,21.23,111826,21.23
2025-07-08,21.14,21.63,21.01,21.44,78016,21.44
2025-07-09,21.38,21.81,21.12,21.2,65963,21.2
2025-07-10,21.15,21.37,20.8,21.1,77605,21.1
2025-07-11,21.03,21.37,20.77,20.95,63128,20.95
2025-07-14,20.98,21.63,20.96,21.17,72628,21.17
2025-07-15,21.0,21.2,20.15,20.55,105904,20.55
2025-07-16,20.55,21.37,20.35,20.81,98265,20.81
2025-07-17,20.91,22.33,20.76,22.16,199558,22.16
2025-07-18,22.59,22.85,22.05,22.8,160924,22.8
2025-07-21,22.84,24.05,22.0,22.52,300768,22.52
2025-07-22,22.8,23.69,22.3,23.52,301846,23.52
2025-07-23,23.47,24.5,21.47,21.57,320873,21.57
2025-07-24,21.36,23.73,21.25,23.73,290187,23.73
2025-07-25,24.77,24.77,22.8,22.83,379424,22.83
2025-07-28,22.72,22.83,21.89,22.02,169187,22.02
2025-07-29,21.91,22.24,21.83,22.13,119449,22.13
2025-07-30,22.07,22.32,21.63,21.97,122538,21.97
2025-07-31,21.91,21.93,21.07,21.16,117291,21.16
2025-08-01,20.96,21.26,20.8,20.94,63419,20.94
2025-08-04,21.0,21.26,20.77,21.15,49247,21.15
2025-08-05,21.14,21.25,21.1,21.17,41223,21.17
2025-08-06,21.0,21.16,20.92,21.05,52550,21.05
2025-08-07,21.08,21.16,20.91,20.95,48656,20.95
2025-08-08,20.95,21.12,20.82,21.07,45273,21.07
2025-08-11,21.0,21.31,20.83,21.16,71736,21.16
2025-08-12,21.21,21.21,20.93,21.02,50489,21.02
2025-08-13,21.1,21.18,20.89,20.92,58029,20.92
2025-08-14,20.91,21.08,20.31,20.31,72362,20.31
2025-08-15,20.21,20.43,20.21,20.34,54618,20.34
2025-08-18,20.35,20.96,20.35,20.85,77807,20.85
2025-08-19,20.98,21.04,20.62,20.86,68404,20.86
2025-08-20,20.89,21.08,20.8,20.99,64033,20.99
2025-08-21,20.86,21.03,20.8,20.83,61939,20.83
2025-08-22,20.84,20.88,20.54,20.74,55702,20.74
2025-08-25,20.72,20.82,20.62,20.76,70059,20.76
2025-08-26,20.69,21.48,20.64,21.26,110719,21.26
2025-08-27,21.08,21.21,20.35,20.36,110154,20.36
2025-08-28,20.36,20.48,19.61,20.1,95308,20.1
2025-08-29,20.01,20.57,20.01,20.11,49560,20.11
2025-09-01,20.01,20.23,19.89,19.99,49965,19.99
2025-09-02,20.01,20.06,19.52,19.8,53358,19.8
2025-09-03,19.89,19.89,19.19,19.25,39755,19.25
2025-09-04,19.29,19.76,19.29,19.59,58595,19.59
2025-09-05,19.69,20.96,19.64,20.63,105070,20.63
