Date,Open,High,Low,Close,Volume,Adj Close
2025-05-27,50.0,50.09,48.67,49.31,105777,49.31
2025-05-28,49.33,51.45,48.88,50.3,144512,50.3
2025-05-29,49.86,50.81,49.66,50.17,114367,50.17
2025-05-30,50.1,50.12,48.55,48.86,99563,48.86
2025-06-03,48.4,49.23,48.09,48.72,67538,48.72
2025-06-04,48.85,49.4,48.35,48.43,74095,48.43
2025-06-05,48.45,48.62,47.96,48.37,70403,48.37
2025-06-06,48.45,48.8,48.23,48.53,53412,48.53
2025-06-09,48.85,49.55,48.63,49.53,84165,49.53
2025-06-10,49.54,50.01,48.65,48.85,88798,48.85
2025-06-11,48.88,49.95,48.69,49.47,73139,49.47
2025-06-12,49.48,50.11,48.95,48.98,74609,48.98
2025-06-13,48.74,48.9,47.03,47.56,153942,47.56
2025-06-16,47.3,47.9,46.73,47.38,73416,47.38
2025-06-17,47.53,47.64,46.95,47.35,54078,47.35
2025-06-18,47.33,47.93,47.26,47.43,66279,47.43
2025-06-19,47.36,47.43,46.21,46.48,68488,46.48
2025-06-20,46.57,46.7,46.33,46.55,36398,46.55
2025-06-23,46.43,47.68,46.36,47.33,65552,47.33
2025-06-24,47.13,48.33,46.86,48.12,74248,48.12
2025-06-25,48.25,49.64,47.97,49.41,121806,49.41
2025-06-26,49.41,50.44,49.23,50.02,129815,50.02
2025-06-27,50.25,50.63,49.53,49.65,87315,49.65
2025-06-30,49.78,51.45,49.44,51.23,126402,51.23
2025-07-01,51.15,51.82,50.86,51.48,101133,51.48
2025-07-02,51.35,51.65,50.15,50.51,94800,50.51
2025-07-03,50.71,51.03,49.98,50.21,64078,50.21
2025-07-04,50.12,50.34,49.57,49.68,63264,49.68
2025-07-07,49.69,50.35,49.69,49.83,51702,49.83
2025-07-08,49.66,50.18,49.37,49.97,61320,49.97
2025-07-09,50.04,50.41,49.58,49.66,54886,49.66
2025-07-10,49.53,49.81,49.05,49.71,51781,49.71
2025-07-11,49.71,50.33,49.37,50.15,80324,50.15
2025-07-14,50.59,51.15,49.85,49.85,61223,49.85
2025-07-15,49.92,50.19,49.46,49.69,53885,49.69
2025-07-16,49.68,50.23,49.56,49.7,38624,49.7
2025-07-17,49.95,51.0,49.74,50.82,82626,50.82
2025-07-18,50.82,51.08,50.26,50.33,71895,50.33
2025-07-21,50.55,51.41,50.55,50.91,70148,50.91
2025-07-22,51.22,52.03,50.86,51.62,96359,51.62
2025-07-23,53.35,53.72,50.5,50.62,189392,50.62
