Date,Open,High,Low,Close,Volume,Adj Close
2025-05-27,58.2,58.3,57.66,57.86,139336,57.86
2025-05-28,58.16,58.38,57.42,57.58,137170,57.58
2025-05-29,58.22,58.55,57.89,58.34,197672,58.34
2025-05-30,58.0,58.05,57.43,57.69,171666,57.69
2025-06-03,57.28,57.78,57.17,57.5,121818,57.5
2025-06-04,57.76,58.6,57.75,58.27,176090,58.27
2025-06-05,58.43,58.8,57.83,58.64,203137,58.64
2025-06-06,58.86,58.9,58.02,58.1,179973,58.1
2025-06-09,58.29,60.49,58.1,60.29,407230,60.29
2025-06-10,60.3,62.8,60.1,61.45,597203,61.45
2025-06-11,61.35,62.26,61.0,61.49,262466,61.49
2025-06-12,61.25,61.72,60.33,61.5,219082,61.5
2025-06-13,61.27,61.97,60.72,60.78,208739,60.78
2025-06-16,60.57,62.69,60.44,61.62,218785,61.62
2025-06-17,61.72,61.83,60.79,61.15,163904,61.15
2025-06-18,63.38,63.97,62.39,63.61,481590,63.61
2025-06-19,63.2,63.57,61.06,61.35,332223,61.35
2025-06-20,61.13,62.87,60.93,60.99,252674,60.99
2025-06-23,60.57,62.73,60.46,62.32,265370,62.32
2025-06-24,62.57,64.31,62.57,63.6,292447,63.6
2025-06-25,63.68,64.29,62.62,64.15,297582,64.15
2025-06-26,63.88,63.95,62.39,62.49,274240,62.49
2025-06-27,62.77,65.03,62.62,63.8,430479,63.8
2025-06-30,64.46,66.66,64.18,66.14,516457,66.14
2025-07-01,65.87,67.62,65.07,67.06,388974,67.06
2025-07-02,67.07,67.82,66.47,66.82,347079,66.82
2025-07-03,66.82,68.37,65.99,68.14,408961,68.14
2025-07-04,69.03,69.03,66.0,66.07,455857,66.07
2025-07-07,65.77,66.94,65.4,65.77,228959,65.77
2025-07-08,65.87,72.97,65.73,72.14,1033123,72.14
2025-07-09,72.15,72.75,71.02,71.72,479074,71.72
2025-07-10,72.2,76.46,72.2,74.82,911805,74.82
2025-07-11,74.48,75.13,73.75,74.53,453636,74.53
2025-07-14,74.28,75.53,72.38,73.98,541007,73.98
2025-07-15,72.97,75.27,72.47,73.52,458560,73.52
2025-07-16,72.87,73.39,71.62,72.88,374272,72.88
2025-07-17,73.42,74.91,71.7,72.47,484780,72.47
2025-07-18,72.37,72.72,70.57,70.63,468182,70.63
2025-07-21,70.86,71.39,70.5,71.12,269286,71.12
2025-07-22,71.17,72.63,70.57,72.5,476144,72.5
2025-07-23,72.84,73.05,71.19,71.48,348097,71.48
2025-07-24,71.24,74.91,71.05,74.75,565165,74.75
2025-07-25,74.67,75.02,74.07,74.15,283789,74.15
2025-07-28,73.41,73.86,72.2,72.57,366090,72.57
2025-07-29,72.58,74.41,71.97,73.82,336528,73.82
2025-07-30,73.87,74.82,72.37,72.96,358467,72.96
2025-07-31,72.37,74.0,69.92,70.37,464015,70.37
2025-08-01,70.4,73.75,70.25,73.67,564926,73.67
2025-08-04,72.64,72.83,70.97,72.15,340957,72.15
2025-08-05,71.94,74.57,71.06,73.78,386697,73.78
2025-08-06,73.37,75.59,73.33,75.27,406342,75.27
2025-08-07,75.17,75.26,72.84,73.18,393196,73.18
2025-08-08,72.89,84.27,72.87,79.97,1191059,79.97
2025-08-11,80.03,83.11,79.67,82.89,852355,82.89
2025-08-12,82.97,86.65,81.17,86.47,779843,86.47
2025-08-13,86.37,88.25,85.1,87.4,695940,87.4
2025-08-14,86.55,87.76,84.88,86.32,510081,86.32
2025-08-15,85.97,94.37,85.78,92.65,905614,92.65
2025-08-18,93.87,94.74,92.28,93.75,610163,93.75
2025-08-19,93.37,98.29,92.94,94.84,730131,94.84
2025-08-20,93.82,95.07,90.97,93.65,597646,93.65
2025-08-21,92.83,93.03,90.42,90.86,498125,90.86
2025-08-22,90.36,97.19,90.17,96.23,676815,96.23
2025-08-25,98.07,101.87,97.85,100.97,741928,100.97
2025-08-26,100.29,100.29,93.97,95.38,1148609,95.38
2025-08-27,93.92,97.73,92.91,93.48,841303,93.48
2025-08-28,92.97,99.03,92.87,97.93,822619,97.93
2025-08-29,97.92,101.73,96.09,98.24,763179,98.24
2025-09-01,97.95,99.76,96.38,97.57,591161,97.57
2025-09-02,98.06,103.74,97.23,98.02,842460,98.02
2025-09-03,99.67,117.37,98.37,113.27,1429194,113.27
2025-09-04,116.87,122.45,111.43,114.37,1651818,114.37
2025-09-05,114.56,136.03,114.56,133.71,1699411,133.71
2025-09-08,138.47,145.24,132.13,135.35,1886972,135.35
2025-09-09,130.57,133.71,126.79,128.25,1307013,128.25
2025-09-10,125.68,129.73,123.47,126.67,1197389,126.67
2025-09-11,124.9,135.71,121.87,135.71,1346651,135.71
2025-09-12,134.34,139.37,130.87,132.29,1129502,132.29
2025-09-15,136.37,147.69,134.94,135.04,1509708,135.04
2025-09-16,136.18,141.45,134.04,138.68,1085243,138.68
2025-09-17,139.17,142.61,135.57,139.36,932697,139.36
2025-09-18,138.37,146.48,134.23,140.92,1357717,140.92
2025-09-19,139.44,140.67,135.25,135.57,853179,135.57
2025-09-22,134.37,137.37,132.93,135.6,669259,135.6
2025-09-23,135.57,146.92,135.57,141.91,1186586,141.91
2025-09-24,141.78,154.37,141.39,152.57,1194407,152.57
2025-09-25,152.35,161.62,150.23,158.21,1021988,158.21
2025-09-26,158.21,165.85,155.37,155.87,899797,155.87
2025-09-29,161.37,168.17,159.47,163.37,995394,163.37
2025-09-30,163.37,166.06,155.58,160.35,928505,160.35
2025-10-09,160.25,163.27,156.03,157.26,918541,157.26
2025-10-10,154.1,156.57,143.37,144.89,1125002,144.89
2025-10-13,137.39,142.75,134.47,139.59,1078104,139.59
2025-10-14,143.21,149.37,137.47,138.16,1036142,138.16
2025-10-15,138.2,150.45,134.5,149.77,1081695,149.77
2025-10-16,148.15,163.13,147.37,161.37,1282795,161.37
2025-10-17,158.55,159.3,143.35,143.58,1211395,143.58
2025-10-20,148.31,152.5,145.97,147.94,818533,147.94
2025-10-21,149.11,156.31,143.31,152.1,813693,152.1
2025-10-22,150.31,151.64,146.76,148.63,507599,148.63
2025-10-23,147.44,153.6,146.19,152.83,566897,152.83
2025-10-24,155.31,164.96,153.31,164.31,910662,164.31
2025-10-27,168.49,171.94,161.97,166.26,943953,166.26
2025-10-28,163.33,168.81,161.39,165.19,650094,165.19
2025-10-29,169.3,194.28,168.22,190.8,1452907,190.8
2025-10-30,194.21,203.19,191.62,193.99,1271753,193.99
2025-10-31,194.9,202.69,186.8,189.11,985390,189.11
2025-11-03,192.38,199.19,187.31,198.78,1009447,198.78
2025-11-04,199.31,199.42,185.03,186.5,1038219,186.5
2025-11-05,180.62,201.99,180.62,199.81,1210056,199.81
2025-11-06,201.27,209.19,197.3,204.71,1066136,204.71
2025-11-07,201.32,208.81,199.19,200.31,754301,200.31
2025-11-10,202.51,204.31,188.7,193.31,902088,193.31
2025-11-11,199.31,203.33,190.41,192.31,800191,192.31
2025-11-12,188.18,192.16,181.52,186.94,879893,186.94
2025-11-13,189.54,194.23,185.42,189.82,852416,189.82
2025-11-14,184.31,193.41,183.42,184.31,651853,184.31
2025-11-17,181.85,186.3,180.01,183.1,572551,183.1
2025-11-18,183.0,183.79,172.06,174.33,834770,174.33
2025-11-19,173.34,179.08,172.81,175.81,488869,175.81
2025-11-20,180.31,184.03,176.07,176.67,599554,176.67
2025-11-21,169.33,173.56,166.82,167.2,690453,167.2
2025-11-24,169.29,171.09,163.69,166.73,587924,166.73
2025-11-25,171.61,179.26,168.51,175.02,772329,175.02
2025-11-26,174.5,187.23,172.46,181.84,840096,181.84
2025-11-27,186.31,192.19,179.47,180.24,747179,180.24
2025-11-28,179.34,186.8,179.34,182.21,512084,182.21
2025-12-01,182.31,183.22,173.63,178.87,599315,178.87
2025-12-02,177.45,179.81,174.31,178.01,333052,178.01
2025-12-03,180.96,182.89,175.11,176.44,460249,176.44
2025-12-04,175.45,178.01,173.59,176.86,346956,176.86
2025-12-05,179.31,183.97,174.81,181.31,571587,181.31
2025-12-08,181.42,187.51,176.61,183.59,705346,183.59
2025-12-09,183.19,190.91,180.41,185.31,639694,185.31
2025-12-10,185.51,186.01,174.62,177.4,746145,177.4
2025-12-11,177.31,183.01,173.28,173.36,652352,173.36
2025-12-12,176.31,177.89,169.51,174.29,815469,174.29
2025-12-15,170.89,173.31,167.51,169.51,563588,169.51
2025-12-16,168.81,168.81,159.58,163.28,716009,163.28
2025-12-17,161.82,169.96,161.82,168.81,571040,168.81
2025-12-18,165.8,165.8,160.54,160.62,556222,160.62
2025-12-19,162.33,164.85,160.42,163.36,441769,163.36
2025-12-22,165.31,169.28,163.42,166.87,568137,166.87
2025-12-23,166.81,169.9,164.89,167.3,505760,167.3
2025-12-24,165.42,165.86,162.89,165.19,505601,165.19
2025-12-25,164.06,168.21,163.11,167.19,479944,167.19
2025-12-26,169.19,184.49,168.16,180.39,1148186,180.39
2025-12-29,181.31,182.24,174.36,175.03,698913,175.03
2025-12-30,174.41,179.82,172.99,178.38,564848,178.38
2025-12-31,179.27,179.51,170.34,170.35,518959,170.35
2026-01-05,172.93,174.48,169.32,171.14,629305,171.14
2026-01-06,171.32,174.64,170.52,171.43,596865,171.43
2026-01-07,169.31,174.31,168.41,172.77,572341,172.77
2026-01-08,171.31,172.28,167.37,170.26,601522,170.26
2026-01-09,168.69,170.82,164.81,168.36,600283,168.36
2026-01-12,164.59,166.19,159.61,162.76,972582,162.76
2026-01-13,162.49,165.3,156.46,159.79,882962,159.79
2026-01-14,159.15,167.3,158.07,164.98,811775,164.98
2026-01-15,162.0,166.11,161.99,164.77,412811,164.77
2026-01-16,167.16,171.81,167.16,170.3,720181,170.3
2026-01-19,169.31,175.87,167.76,171.99,650302,171.99
2026-01-20,171.49,171.67,161.81,162.32,656600,162.32
2026-01-21,162.42,165.19,161.0,161.39,495783,161.39
2026-01-22,162.19,165.39,157.81,159.69,578667,159.69
2026-01-23,160.3,164.31,159.84,162.35,660655,162.35
